MAJOR SECTOR,STOCKS,WEIGHT,SYMBOL,NAME OF COMPANY
IT Small Cap,prime focus,2.49%,pfocus,prime focus limited
IT Small Cap,onmobile global,2.14%,onmobile,onmobile global limited
IT Small Cap,nucleus software exp,0.84%,nucleus,nucleus software exports limited
IT Small Cap,niit,1.82%,niitltd,niit limited
IT Small Cap,mastek,0.72%,mastek,mastek limited
IT Small Cap,just dial,10.49%,justdial,just dial limited
IT Small Cap,intellect design,4.97%,intellect,intellect design arena limited
IT Small Cap,infinite computer,1.09%,cams,computer age management services limited
IT Small Cap,hinduja global soln.,1.45%,hgs,hinduja global solutions limited
IT Small Cap,hcl infosystems,2.33%,hcl-insys,hcl infosystems limited
IT Small Cap,firstsource solution,3.84%,fsl,firstsource solutions limited
IT Small Cap,expleo solutions,2.33%,expleosol,expleo solutions limited
IT Small Cap,datamatic global ser,0.52%,datamatics,datamatics global services limited
IT Small Cap,cyient,8.17%,cyient,cyient limited
IT Small Cap,cigniti technologies,1.86%,cignititec,cigniti technologies limited
IT Small Cap,birlasoft,6.76%,bsoft,birlasoft limited
IT Small Cap,axiscades tech.,1.97%,axiscades,axiscades technologies limited
IT Small Cap,aurum proptech,4.79%,aurum,aurum proptech limited
IT Small Cap,accelya solutions,2.14%,accelya,accelya solutions india limited
IT Small Cap,63 moons tech.,0.59%,63moons,63 moons technologies limited
Paint Manufacturers,shalimar paints,0.28%,shalpaints,shalimar paints limited
Paint Manufacturers,sirca paints india,0.50%,sirca,sirca paints india limited
Paint Manufacturers,mrf,0.10%,mrf,mrf limited
Paint Manufacturers,kansai nerolac paint,5.86%,kansainer,kansai nerolac paints limited
Paint Manufacturers,indigo paints,1.35%,indigopnts,indigo paints limited
Paint Manufacturers,berger paints india,15.89%,bergepaint,berger paints (i) limited
Paint Manufacturers,asian paints,73.07%,asianpaint,asian paints limited
Paint Manufacturers,akzo nobel india,2.94%,akzoindia,akzo nobel india limited
Media & Entertainment,zee media corpn.,1.08%,zeel,zee entertainment enterprises limited
Media & Entertainment,zee entertainment,28.68%,zeel,zee entertainment enterprises limited
Media & Entertainment,wonderla holidays,1.38%,wonderla,wonderla holidays limited
Media & Entertainment,ufo moviez,0.40%,ufo,ufo moviez india limited
Media & Entertainment,tv18 broadcast,12.83%,tv18brdcst,tv18 broadcast limited
Media & Entertainment,tv today network,2.27%,tvtoday,tv today network limited
Media & Entertainment,sun tv network,19.56%,suntv,sun tv network limited
Media & Entertainment,shemaroo entertain.,0.38%,shemaroo,shemaroo entertainment limited
Media & Entertainment,saregama india,9.25%,saregama,saregama india limited
Media & Entertainment,prime focus,2.72%,pfocus,prime focus limited
Media & Entertainment,network 18 media inv,9.16%,brnl,bharat road network limited
Media & Entertainment,music broadcast,0.89%,radiocity,music broadcast limited
Media & Entertainment,media matrix world,1.37%,bagfilms,b.a.g films and media limited
Media & Entertainment,eros internatl.media,0.31%,erosmedia,eros international media limited
Media & Entertainment,entertain. network,1%,brnl,bharat road network limited
Media & Entertainment,delta corp,7.98%,deltacorp,delta corp limited
Media & Entertainment,balaji telefilms,0.74%,balajitele,balaji telefilms limited
Tyre,tvs srichakra,1.40%,tvssrichak,tvs srichakra limited
Tyre,mrf,29.66%,mrf,mrf limited
Tyre,kesoram industries,0.53%,kesoramind,kesoram industries limited
Tyre,jk tyres & inds.,3.28%,jkcement,jk cement limited
Tyre,goodyear india,2.32%,3mindia,3m india limited
Tyre,ceat,3.78%,ceatltd,ceat limited
Tyre,balkrishna inds.,45.25%,balkrishna,balkrishna paper mills limited
Tyre,apollo tyres,13.78%,apollotyre,apollo tyres limited
Fertilizer,zuari agro chemicals,0.73%,zuari,zuari agro chemicals limited
Fertilizer,fert chem travancore,42.47%,chamblfert,chambal fertilizers & chemicals limited
Fertilizer,spic,1.52%,spic,southern petrochemicals industries corporation  limited
Fertilizer,shree pushkar chem,0.08%,shreepushk,shree pushkar chemicals & fertilisers limited
Fertilizer,rcf,7.10%,rcf,rashtriya chemicals and fertilizers limited
Fertilizer,paradeep phosphates,5.61%,paradeep,paradeep phosphates limited
Fertilizer,national fertilizers,4.39%,nfl,national fertilizers limited
Fertilizer,mangalore chem &fert,1.10%,mangchefer,mangalore chemicals & fertilizers limited
Fertilizer,kaveri seed,0.10%,kscl,kaveri seed company limited
Fertilizer,jp associate,1.27%,asalcbr,associated alcohols & breweries ltd.
Fertilizer,gsfc,5.87%,gsfc,gujarat state fertilizers & chemicals limited
Fertilizer,gnfc,1.96%,gnfc,gujarat narmada valley fertilizers and chemicals limited
Fertilizer,coromandel interntl.,27.80%,coromandel,coromandel international limited
